Country Name,Country Code,is_oecd,Region,IncomeGroup,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Dominican Republic,DOM,FALSE,Latin America & Caribbean,Upper middle income,51.8452682927,52.5782439024,53.2992439024,54.0067804878,54.7003170732,55.3788292683,56.0442682927,56.695097561,57.3303414634,57.9465121951,58.5396829268,59.104902439,59.6392682927,60.1432682927,60.6169268293,61.062195122,61.4810487805,61.878902439,62.2651463415,62.6472682927,63.0356829268,63.4393658537,63.8628292683,64.3080731707,64.7776341463,65.2725365854,65.7957804878,66.3389268293,66.8885609756,67.4327073171,67.9504146341,68.4222195122,68.8371219512,69.1906341463,69.4832682927,69.7205121951,69.9163414634,70.0917317073,70.2636585366,70.4421463415,70.6337317073,70.8389268293,71.051804878,71.2668292683,71.4835365854,71.7003902439,71.9168292683,72.1313170732,72.3423170732,72.5483170732,72.749804878,72.9452926829,73.1353170732,73.319902439,73.5000243902,,
Zimbabwe,ZWE,FALSE,Sub-Saharan Africa,Low income,51.5424634146,51.9149512195,52.277902439,52.6293170732,52.9716585366,53.3044634146,53.6277073171,53.9454390244,54.2601463415,54.5768536585,54.8985853659,55.2263414634,55.563097561,55.9138780488,56.2841707317,56.6879512195,57.1431707317,57.6513658537,58.2039756098,58.7850487805,59.3880243902,60.0048292683,60.6055121951,61.1481707317,61.5839512195,61.859097561,61.9253170732,61.753804878,61.3226341463,60.6128780488,59.5830731707,58.1971707317,56.4919756098,54.5387073171,52.4221219512,50.239,48.0876341463,46.065902439,44.2725853659,42.7914878049,41.6894390244,40.996804878,40.6791463415,40.7024878049,41.0593414634,41.7596097561,42.8107073171,44.1777560976,45.8044878049,47.6246585366,49.5746585366,51.6003658537,53.6430731707,55.633,57.4983170732,,
Other small states,OSS,FALSE,,,51.3419356094,51.7956737006,52.2372667579,52.6397490199,53.0418244505,53.4151252664,53.7482712634,54.0880735641,54.4253832913,54.7614156533,55.1103929502,55.4470101046,55.7892735814,56.0955526673,56.3934853924,56.7240898498,57.0974039772,57.4887931325,57.9441373375,58.4252173841,58.9126304284,59.3864558567,59.8992092772,60.2892924954,60.6590971557,61.0109451951,61.404681262,61.7802728566,62.0265638394,62.2298608993,62.3717427087,62.4947026693,62.5083058919,62.3210790676,62.0443639396,61.8578022981,61.7025010175,61.380123637,60.9294949831,60.6318159075,60.4533856095,60.3539855233,60.4894704849,60.7368065571,61.1987537197,61.8046044774,62.4757652117,63.2139229694,63.9486805883,64.6293573574,65.1822493275,65.6189127162,65.9447555004,66.2355701045,66.447332403,,
"Korea, Dem. People’s Rep.",PRK,FALSE,East Asia & Pacific,Low income,51.0771707317,51.4382439024,51.8253170732,52.3450487805,53.0548780488,53.9669512195,55.0412195122,56.1737073171,57.2771463415,58.3194390244,59.2826341463,60.1647560976,60.985902439,61.7606097561,62.4884390244,63.1648536585,63.7863902439,64.3519756098,64.864097561,65.3272439024,65.7454146341,66.125195122,66.4730243902,66.7974146341,67.1057073171,67.4272439024,67.7993170732,68.218804878,68.6576829268,69.0734878049,69.3443170732,69.3253170732,68.9517073171,68.2302682927,67.2282195122,66.1172926829,65.124195122,64.4419512195,64.1915121951,64.3952682927,64.9825609756,65.8036585366,66.6482926829,67.3547317073,67.8598292683,68.157,68.2927560976,68.376195122,68.4919512195,68.6640487805,68.9000243902,69.187902439,69.494195122,69.7919512195,70.0746829268,,
Botswana,BWA,FALSE,Sub-Saharan Africa,Upper middle income,50.5477317073,50.9076341463,51.2550243902,51.5934146341,51.9287560976,52.2725365854,52.6357073171,53.0282439024,53.4576341463,53.9278780488,54.4434634146,55.007902439,55.6127317073,56.2444878049,56.8937073171,57.5489512195,58.1992439024,58.8351219512,59.445097561,60.0156829268,60.5443658537,61.0331219512,61.4814390244,61.8842926829,62.227195122,62.5096585366,62.735195122,62.8898292683,62.9456341463,62.8636829268,62.5565853659,61.9245121951,60.9384878049,59.6189756098,58.0273902439,56.2361219512,54.3361219512,52.4746097561,50.8123414634,49.4864878049,48.6936341463,48.6103170732,49.2434146341,50.5245121951,52.3563170732,54.5522195122,56.8732682927,59.0745609756,60.9585853659,62.417097561,63.4022926829,63.9516097561,64.2227317073,64.360804878,64.4292439024,,
Sao Tome and Principe,STP,FALSE,Sub-Saharan Africa,Lower middle income,50.4513658537,51.031097561,51.5972926829,52.146,52.6747560976,53.1897073171,53.6994878049,54.2156341463,54.7471463415,55.2959756098,55.8684634146,56.4729756098,57.099804878,57.7337560976,58.3582439024,58.9405853659,59.4471707317,59.8600731707,60.1709512195,60.3829268293,60.5117804878,60.5862926829,60.6421707317,60.7085853659,60.8026097561,60.9302195122,61.0882926829,61.260097561,61.4329512195,61.6042439024,61.7714390244,61.9345365854,62.095097561,62.2551463415,62.4147073171,62.5702682927,62.7183170732,62.859902439,62.9974634146,63.1370243902,63.2925365854,63.4779756098,63.7018536585,63.9651219512,64.2612926829,64.576902439,64.8924634146,65.188,65.4505365854,65.6726097561,65.8546829268,66.0037804878,66.133902439,66.2595121951,66.3846097561,,
Late-demographic dividend,LTE,FALSE,,,50.0342491958,50.5347547226,51.1719374019,52.0362304674,53.1349333346,54.4309372933,55.8012035546,57.1534964088,58.4386247736,59.5442670527,60.5294925754,61.3559962914,62.0857678583,62.7566899939,63.405267564,63.9372549675,64.4857039613,64.9932223393,65.4649077016,65.874854288,66.2587998313,66.65292727,67.0197493644,67.3004868402,67.5290145791,67.8220284062,68.1823564275,68.389149419,68.5813951884,68.7218471607,68.8678027458,68.9911253325,69.0162785777,69.0241975173,69.1550363422,69.4200227458,69.7379895483,70.0917234702,70.4005228311,70.7125518202,71.052129644,71.4509129192,71.7966233997,72.1472465096,72.5119538373,72.8158396631,73.1683549257,73.472904211,73.7282444485,74.0041956486,74.2266142413,74.4879113248,74.7214685269,74.9210604937,75.1192731592,,
Samoa,WSM,FALSE,East Asia & Pacific,Lower middle income,49.9695121951,50.4695121951,50.9695121951,51.4695121951,51.9695121951,52.4695121951,52.9695121951,53.4695121951,53.9695121951,54.4695121951,54.9695121951,55.4695121951,55.9695121951,56.4695121951,56.9695121951,57.4695121951,57.9695121951,58.4695121951,58.9695121951,59.4695121951,59.9695121951,60.4685121951,60.9665121951,61.4645121951,61.9625121951,62.463,62.969,63.4809756098,63.9989512195,64.5194146341,65.0404146341,65.5589512195,66.0700243902,66.5691463415,67.051804878,67.5150243902,67.9542682927,68.3705365854,68.764804878,69.1370487805,69.4873170732,69.8166097561,70.1284146341,70.4262682927,70.7146097561,70.9969268293,71.2786585366,71.5607804878,71.8442926829,72.1306829268,72.417,72.7012682927,72.9800487805,73.2503902439,73.5118292683,,
El Salvador,SLV,FALSE,Latin America & Caribbean,Lower middle income,49.9479268293,50.6122682927,51.2386829268,51.823097561,52.3635365854,52.865,53.3366097561,53.7844390244,54.2135365854,54.6228780488,54.9998292683,55.3317073171,55.607902439,55.8274146341,55.9952926829,56.1140731707,56.1878292683,56.2367804878,56.2892926829,56.3726829268,56.5299268293,56.7989756098,57.1975365854,57.7316585366,58.3998292683,59.1939756098,60.0998536585,61.074,62.0714634146,63.0564146341,63.988,64.8315365854,65.5779756098,66.2228292683,66.7630487805,67.205195122,67.5648292683,67.8736341463,68.157804878,68.4354146341,68.7170487805,69.0057073171,69.2978780488,69.5895365854,69.8827317073,70.1789268293,70.4791707317,70.7804634146,71.0807804878,71.3781463415,71.6706097561,71.9561707317,72.2318536585,72.4981463415,72.7545609756,,
Upper middle income,UMC,FALSE,,,49.492502226,50.0096300288,50.6596427316,51.4978145059,52.5646515074,53.8020332135,55.1228210212,56.447874889,57.7003637605,58.814776447,59.8147813613,60.6652519317,61.3888470623,62.0689884084,62.6997513006,63.2290887875,63.7467543749,64.2206388498,64.6591560638,65.0308255475,65.4022110059,65.7614236601,66.120794746,66.4203300691,66.6843148304,67.0205470131,67.4150156401,67.6729393899,67.9158873487,68.1198255273,68.3133352151,68.4945208609,68.5693888367,68.6259058137,68.8024200765,69.0815486904,69.3955946302,69.7323372559,70.0227881237,70.301356622,70.5957400422,70.9344315421,71.2321677416,71.5443628715,71.8709871508,72.1514932656,72.484030693,72.7812540165,73.0329426151,73.3077066031,73.5303190963,73.7910465478,74.0357676433,74.2401224533,74.4388386735,,
Solomon Islands,SLB,FALSE,East Asia & Pacific,Lower middle income,49.3817073171,49.8817073171,50.3817073171,50.8817073171,51.3817073171,51.8817073171,52.3817073171,52.8817073171,53.3817073171,53.8817073171,54.3877073171,54.9066829268,55.4386341463,55.977097561,56.5105609756,57.0305365854,57.5290243902,57.9895609756,58.3896585366,58.7073658537,58.8907317073,58.8833658537,58.6787560976,58.3013902439,57.7946829268,57.2450487805,56.7538536585,56.4109756098,56.2772926829,56.3777317073,56.7047560976,57.2138536585,57.8211219512,58.4545853659,59.0837317073,59.6959512195,60.2965853659,60.9086097561,61.5436341463,62.1908780488,62.8367317073,63.4656097561,64.0623658537,64.614097561,65.1128780488,65.5534878049,65.9346097561,66.266804878,66.5612195122,66.8246829268,67.0656585366,67.2912195122,67.5065853659,67.7189268293,67.930804878,,
Kiribati,KIR,FALSE,East Asia & Pacific,Lower middle income,49.2159756098,49.7436829268,50.2742926829,50.7977804878,51.3076829268,51.8085121951,52.307804878,52.8146585366,53.3305609756,53.8475609756,54.3511219512,54.8237073171,55.250804878,55.6223414634,55.934804878,56.1867317073,56.3791463415,56.5280731707,56.653,56.7694146341,56.8952195122,57.0463658537,57.2337804878,57.4629268293,57.7412926829,58.0748536585,58.466097561,58.9026097561,59.3704878049,59.8583414634,60.3508292683,60.8345853659,61.2997317073,61.7372926829,62.1397804878,62.5056585366,62.8373170732,63.1446097561,63.432902439,63.7026097561,63.9506829268,64.172097561,64.3644146341,64.5271463415,64.6652926829,64.7823658537,64.8853414634,64.9807560976,65.0786097561,65.1834390244,65.3027804878,65.4406341463,65.5960731707,65.7665853659,65.9516829268,,
South Africa,ZAF,FALSE,Sub-Saharan Africa,Upper middle income,49.0362926829,49.429804878,49.8132926829,50.1957560976,50.5817560976,50.9718292683,51.3630243902,51.7494146341,52.126,52.4932682927,52.8506829268,53.1961463415,53.5336341463,53.8705609756,54.2134146341,54.5767073171,54.9744634146,55.4122439024,55.8926097561,56.4140487805,56.9730731707,57.5626341463,58.167195122,58.7687804878,59.3524390244,59.9121707317,60.4495121951,60.9580243902,61.423804878,61.8204390244,62.1200731707,62.294804878,62.3251707317,62.1937317073,61.8879756098,61.3700243902,60.6054634146,59.613195122,58.4430243902,57.1566829268,55.8368780488,54.570804878,53.441195122,52.5237560976,51.8737560976,51.5573414634,51.6137073171,51.9965121951,52.6360243902,53.467097561,54.3907560976,55.2956585366,56.0983170732,56.7365853659,57.1821219512,,
Cabo Verde,CPV,FALSE,Sub-Saharan Africa,Lower middle income,48.8564146341,49.0459756098,49.3165121951,49.6805121951,50.139,50.6799756098,51.2804146341,51.9108292683,52.5467317073,53.1756585366,53.7945853659,54.4090487805,55.0335609756,55.6766341463,56.3387560976,57.0209268293,57.7246341463,58.4423414634,59.1650487805,59.8837560976,60.5849756098,61.2562195122,61.8894878049,62.4813170732,63.027195122,63.5271219512,63.9820731707,64.4030487805,64.8015365854,65.1865121951,65.5705121951,65.9635121951,66.3715365854,66.7945853659,67.2321219512,67.6786585366,68.1231463415,68.5555609756,68.9664146341,69.3546829268,69.7243902439,70.0860243902,70.4481463415,70.8132682927,71.1763902439,71.5235365854,71.8356829268,72.0993658537,72.3095365854,72.4712195122,72.597902439,72.7095609756,72.8282195122,72.9723658537,73.147,,
Indonesia,IDN,FALSE,East Asia & Pacific,Lower middle income,48.6403170732,49.269804878,49.885804878,50.4882926829,51.0792926829,51.6627804878,52.2413170732,52.8168536585,53.3904146341,53.9624634146,54.5314634146,55.0948780488,55.6491463415,56.1922926829,56.720804878,57.2357073171,57.7366097561,58.225,58.7009512195,59.1634390244,59.609902439,60.0352682927,60.4394634146,60.8229512195,61.1877560976,61.5383902439,61.8814146341,62.2214390244,62.5634878049,62.9086341463,63.259902439,63.6162926829,63.9742682927,64.3282926829,64.6738536585,65.0018780488,65.3058292683,65.5821707317,65.8293902439,66.0494634146,66.2468780488,66.4301219512,66.6082439024,66.788804878,66.9748780488,67.1685609756,67.3674878049,67.5677317073,67.7647804878,67.9576341463,68.147195122,68.3343902439,68.5195609756,68.7046097561,68.8884878049,,
"Congo, Rep.",COG,FALSE,Sub-Saharan Africa,Lower middle income,48.5816341463,49.2300487805,49.8439512195,50.4188536585,50.9522926829,51.4413658537,51.8886585366,52.2982195122,52.6770731707,53.029195122,53.3595365854,53.6725121951,53.97,54.2554146341,54.531195122,54.8028536585,55.0764146341,55.348902439,55.613902439,55.864902439,56.0908780488,56.282804878,56.4291707317,56.5184390244,56.5421707317,56.4878536585,56.3485121951,56.1267073171,55.8294634146,55.4638536585,55.0289756098,54.5223902439,53.9591219512,53.3626585366,52.7639268293,52.1888536585,51.6598292683,51.202195122,50.8473658537,50.6282682927,50.5898780488,50.773195122,51.1792926829,51.7942195122,52.598,53.5615365854,54.6478292683,55.8013170732,56.9650731707,58.0936341463,59.1431219512,60.0851707317,60.923902439,61.6663902439,62.3111463415,,
Morocco,MAR,FALSE,Middle East & North Africa,Lower middle income,48.4466341463,48.8641219512,49.2875853659,49.7147560976,50.142,50.5648780488,50.9780487805,51.3813902439,51.7752195122,52.1601463415,52.5372926829,52.9036829268,53.2667317073,53.6363170732,54.0243658537,54.4487073171,54.9306829268,55.4781707317,56.094195122,56.7753414634,57.512804878,58.2918536585,59.0917317073,59.8896097561,60.6694878049,61.4207804878,62.1387560976,62.8266829268,63.4833658537,64.1047804878,64.6804878049,65.203097561,65.6723170732,66.093804878,66.4725853659,66.8206829268,67.149097561,67.471195122,67.7989268293,68.1392439024,68.4976097561,68.872,69.2564146341,69.6453658537,70.0388292683,70.4398292683,70.8524390244,71.2776341463,71.7114146341,72.1482195122,72.5769268293,72.9854390244,73.3646585366,73.7090487805,74.016097561,,
Mongolia,MNG,FALSE,East Asia & Pacific,Lower middle income,48.368804878,49.2789756098,50.1600487805,50.9872926829,51.746097561,52.4373902439,53.0752926829,53.6805121951,54.2657317073,54.8270243902,55.3464390244,55.8014634146,56.175097561,56.4602682927,56.6595121951,56.7807804878,56.834097561,56.8464146341,56.8477560976,56.8636097561,56.9255121951,57.0645365854,57.2856829268,57.5859268293,57.9577073171,58.3813658537,58.826195122,59.2575853659,59.6490487805,59.9881707317,60.2677560976,60.4882439024,60.6723658537,60.843195122,61.0155853659,61.2105853659,61.4480487805,61.7364634146,62.0795365854,62.4757560976,62.9138780488,63.3763658537,63.8418292683,64.2962682927,64.7349512195,65.1669268293,65.606097561,66.0681707317,66.5599268293,67.076804878,67.6038292683,68.1225365854,68.6135121951,69.061804878,69.463902439,,
IBRD only,IBD,FALSE,,,48.2941167328,48.8140358736,49.4155939671,50.160484692,51.0356566273,52.0244608586,53.0613001743,54.088809772,55.0892072916,55.9850606758,56.8177100417,57.550617047,58.2188787984,58.8410102213,59.4332317629,59.9420062798,60.4443355411,60.9066449919,61.3419106569,61.7348074561,62.1057870789,62.4828496506,62.8433214834,63.1590702753,63.4471420612,63.7791292033,64.15519266,64.4571350885,64.7484289919,65.0141799728,65.2770675456,65.5234877106,65.7250434567,65.9118082404,66.164990193,66.4769634072,66.8111302166,67.167854419,67.4818573184,67.7787249457,68.0806963154,68.408359766,68.6993584019,68.9950528218,69.3027920889,69.5803787017,69.8961374882,70.1917916457,70.4628525545,70.7567822134,71.0251837412,71.3070863471,71.5699498254,71.8107084992,72.0430730709,,
East Asia & Pacific,EAS,FALSE,,,48.2267744204,48.7558250116,49.4229605536,50.3927848372,51.5843845387,52.9496171082,54.4808566295,55.9678981862,57.3438564681,58.586759009,59.6404649683,60.5652984109,61.3656659878,62.0682227231,62.7716893447,63.4473330037,64.0599845821,64.6440037028,65.1701764309,65.662782912,66.0780351467,66.4952324313,66.8852951867,67.2040828164,67.5339335912,67.8236994669,68.0968826871,68.3481855328,68.5381186932,68.752570168,68.9298095934,69.1197911047,69.2830936339,69.4609545749,69.6604367543,69.8406209855,70.1155367825,70.3955113423,70.6905559721,71.0163845167,71.3912255387,71.7638917011,72.119055382,72.4578881613,72.7856522881,73.0603963766,73.3439718263,73.5846595367,73.8013083949,74.0208722562,74.1941463639,74.3528305639,74.5505228437,74.7385985487,74.9285074421,,
Sudan,SDN,FALSE,Sub-Saharan Africa,Lower middle income,48.1876341463,48.6115365854,49.0274634146,49.4379268293,49.8438780488,50.2483658537,50.6533658537,51.0578536585,51.4578292683,51.8482926829,52.2212195122,52.5701463415,52.8875365854,53.1704390244,53.4163170732,53.6237317073,53.7941463415,53.9325853659,54.0490731707,54.1490731707,54.2411219512,54.3316829268,54.4247804878,54.5243658537,54.6354390244,54.7589756098,54.8944634146,55.0393658537,55.1896829268,55.3473902439,55.5144634146,55.6908536585,55.8795853659,56.0811707317,56.2986585366,56.5330731707,56.7859512195,57.0558780488,57.3443902439,57.6505853659,57.9749756098,58.3166341463,58.6755609756,59.0502439024,59.4381463415,59.8408292683,60.2622439024,60.7008780488,61.1506097561,61.6023902439,62.0425853659,62.4555365854,62.832195122,63.1670487805,63.4585365854,,
Iraq,IRQ,FALSE,Middle East & North Africa,Upper middle income,48.0306829268,49.2316341463,50.4183658537,51.5894146341,52.7368292683,53.8431219512,54.8864146341,55.848804878,56.717902439,57.4923414634,58.1876829268,58.8305853659,59.4410243902,60.022,60.5611463415,60.9961463415,61.2456341463,61.2753902439,61.0960731707,60.7595609756,60.3807073171,60.1049268293,60.052,60.2918780488,60.8405853659,61.658097561,62.6567804878,63.7006341463,64.6764146341,65.531195122,66.2403414634,66.8147073171,67.304902439,67.7487560976,68.1476341463,68.4969512195,68.7834634146,68.9970487805,69.1324146341,69.1933658537,69.178804878,69.09,68.9420243902,68.7573170732,68.5601219512,68.3816829268,68.2565121951,68.1990243902,68.2202926829,68.3199268293,68.4901219512,68.7097073171,68.9497317073,69.1834878049,69.3996829268,,
"Egypt, Arab Rep.",EGY,FALSE,Middle East & North Africa,Lower middle income,48.0137073171,48.5815853659,49.1065121951,49.6019512195,50.0753902439,50.5203902439,50.9204878049,51.2682439024,51.5686829268,51.8417804878,52.1224878049,52.4552439024,52.8699512195,53.3830731707,53.996097561,54.693,55.4418292683,56.2006341463,56.9379756098,57.6413658537,58.3158292683,58.9804390244,59.6571707317,60.358,61.0759512195,61.789,62.4686341463,63.0898292683,63.6405609756,64.120804878,64.5490731707,64.9553414634,65.3696341463,65.8099512195,66.2782926829,66.7606829268,67.232097561,67.6640731707,68.0365853659,68.3451463415,68.5907560976,68.7864390244,68.9526585366,69.1094390244,69.2657804878,69.4296829268,69.603195122,69.7822926829,69.9644634146,70.1501463415,70.3402926829,70.5333170732,70.7291463415,70.9257804878,71.1217073171,,
Middle income,MIC,FALSE,,,47.7323747718,48.2674366289,48.8837077798,49.6088452448,50.4564021339,51.3905065111,52.3615434898,53.319363709,54.2235569122,55.0414973604,55.7907750886,56.4595945398,57.0633049632,57.6519886156,58.2222091364,58.7424921954,59.259682569,59.7494739214,60.2114842797,60.6245601536,61.020215148,61.3942455217,61.7547793181,62.0730333218,62.3635095249,62.6877643558,63.0413495002,63.3317400535,63.6063006486,63.8655089558,64.1182998907,64.3569891937,64.5428068012,64.7143629812,64.9457821839,65.2276557573,65.529439483,65.8535068161,66.1397940466,66.4194347608,66.7039694576,67.0124096265,67.2961557134,67.5905880947,67.8961116121,68.1806037778,68.4974559007,68.7989256332,69.0772723861,69.3736797853,69.6418773635,69.9181759134,70.1780923519,70.4147175228,70.6411439673,,
IDA blend,IDB,FALSE,,,47.7288551351,48.3618903851,48.9768436623,49.5596347424,50.1245450844,50.6348674624,51.071116009,51.4254400513,51.7083018956,51.9348916158,52.1467740671,52.3893380555,52.7029834208,53.1116897084,53.6082154403,54.1768049282,54.7824370153,55.3758393924,55.9203793683,56.3997353886,56.8034773227,57.1249657182,57.4036274733,57.6409359646,57.8547766176,58.0469275533,58.2215789445,58.3800603237,58.5125692241,58.631666808,58.7261736586,58.8042770814,58.8710972676,58.9204071675,58.9671135177,59.0164595946,59.0770752609,59.1563460628,59.2506257664,59.3710877235,59.5201956307,59.7011330761,59.9113161297,60.1428183011,60.4003991769,60.6783909399,60.9744430458,61.2853204195,61.604176352,61.9245046328,62.240151891,62.5414379667,62.821572389,63.0827442373,63.3243704355,,
Peru,PER,FALSE,Latin America & Caribbean,Upper middle income,47.6915853659,48.2329268293,48.7527804878,49.2486585366,49.7280487805,50.2144390244,50.7367804878,51.3185365854,51.969195122,52.6872682927,53.4537560976,54.2416829268,55.0175853659,55.758,56.4514146341,57.0968292683,57.7047560976,58.2941463415,58.881,59.4703414634,60.0636341463,60.6589268293,61.2497073171,61.8305121951,62.3993658537,62.9548292683,63.4944390244,64.0192195122,64.5321707317,65.0347560976,65.5304390244,66.0236585366,66.5173658537,67.0134878049,67.5125121951,68.0154390244,68.5237560976,69.0325365854,69.536804878,70.030097561,70.5074390244,70.9598780488,71.3838780488,71.7764878049,72.136195122,72.4585121951,72.7434390244,72.9969512195,73.2250243902,73.4361463415,73.639804878,73.8449756098,74.0576585366,74.2838536585,74.5255365854,,
IDA & IBRD total,IBT,FALSE,,,47.4304191783,47.9451597134,48.5301727589,49.2335486453,50.0403478778,50.9324243723,51.8532390889,52.7525150059,53.6170286959,54.3868445062,55.1007190229,55.736315001,56.3268860365,56.8915265537,57.4435275984,57.9384129786,58.4358678844,58.9028786957,59.3451129361,59.7468750983,60.121980215,60.4950940903,60.8476386864,61.1590156497,61.4432362684,61.7568057273,62.0988592473,62.375403749,62.6353341762,62.8706470904,63.0969250306,63.3114274939,63.4822223225,63.6455998235,63.8626390553,64.1286313179,64.4157430071,64.7280728969,65.0035128608,65.2757093116,65.5615526704,65.8720114106,66.1628387547,66.4670605284,66.7887014236,67.09417979,67.4331983153,67.7591716417,68.06609781,68.3869888575,68.6821218418,68.9800808107,69.2572385822,69.5114905289,69.7532003138,,
Low & middle income,LMY,FALSE,,,47.1417903418,47.6628211961,48.2624022762,48.9664389263,49.7847839861,50.6843782091,51.6194555604,52.541864115,53.4141055881,54.205926108,54.9334140977,55.5856186693,56.1761356658,56.7516720461,57.3087134372,57.8175011326,58.3214583111,58.7979803559,59.2475143289,59.6509352218,60.0378811455,60.4056119069,60.7613257435,61.0776066908,61.366917005,61.6854470012,62.0278369213,62.3073202684,62.5669906348,62.8078096302,63.0398204417,63.2587034083,63.4250612389,63.5812856442,63.7939082125,64.0545461775,64.3361133053,64.6438609328,64.9174328795,65.1915204434,65.4770957077,65.7881344772,66.0819105986,66.3905028248,66.713647575,67.0213209804,67.3611962414,67.6885426383,67.9951442099,68.3169068839,68.6104975566,68.9078671264,69.1869590802,69.4417591163,69.6839398889,,
Nicaragua,NIC,FALSE,Latin America & Caribbean,Lower middle income,46.9988292683,47.6456585366,48.2958780488,48.9505121951,49.6080731707,50.2706341463,50.9412926829,51.6195365854,52.3008536585,52.9781219512,53.6436585366,54.2867317073,54.8991707317,55.4759268293,56.0134878049,56.5089268293,56.9578536585,57.37,57.7571463415,58.1284634146,58.497097561,58.8731219512,59.2665609756,59.6894878049,60.1504878049,60.6678292683,61.2551707317,61.9100731707,62.619902439,63.3704878049,64.135,64.884097561,65.5914146341,66.2391463415,66.8216341463,67.3427560976,67.818,68.274097561,68.728804878,69.1902439024,69.6580731707,70.1274146341,70.5858780488,71.025,71.442902439,71.838097561,72.2130243902,72.5716585366,72.9184146341,73.2547804878,73.5817317073,73.9012926829,74.2124634146,74.5147560976,74.8101463415,,
Namibia,NAM,FALSE,Sub-Saharan Africa,Upper middle income,46.8803902439,47.499195122,48.101097561,48.6860731707,49.2571463415,49.8152439024,50.3647804878,50.9087317073,51.4490487805,51.9882926829,52.5271707317,53.065902439,53.6031219512,54.1362926829,54.6647560976,55.1871219512,55.7043902439,56.2146829268,56.7153414634,57.2048536585,57.6829512195,58.1489756098,58.6024634146,59.0388292683,59.4513170732,59.8390487805,60.2045121951,60.5415121951,60.8368780488,61.0725365854,61.2249512195,61.2691219512,61.19,60.9770487805,60.626195122,60.0949756098,59.3363902439,58.3749268293,57.2774634146,56.1393414634,55.1207073171,54.4046829268,54.105097561,54.2789756098,54.9234634146,55.9774390244,57.3248780488,58.780804878,60.1840731707,61.440902439,62.4802926829,63.2771707317,63.8811463415,64.3438780488,64.680195122,,
Arab World,ARB,FALSE,,,46.8500221997,47.4301269937,48.008602901,48.5897653203,49.1743524732,49.7576231228,50.3299930228,50.8856967104,51.4242998556,51.9518774129,52.4789448125,53.0207204473,53.5870213525,54.1791831729,54.7918301429,55.4166047696,56.0427629535,56.6611918917,57.2711677591,57.8797403966,58.4983686529,59.1375735308,59.7995323943,60.4782104512,61.1576384623,61.8189457951,62.440710371,63.0092850697,63.5170691137,63.9635171966,64.4487756958,64.7962243465,65.0698103742,65.4002521549,65.7461078405,66.1458310861,66.4867392943,66.8179436424,67.1181903397,67.4033131441,67.6514348947,67.8846698167,68.1026251612,68.3135558758,68.5327227982,68.7535209692,68.9831885621,69.2070082278,69.417182777,69.6189294898,69.813024804,69.9930095159,70.17366957,70.3698056783,70.5679019106,,
Middle East & North Africa,MEA,FALSE,,,46.7160375828,47.8018781241,48.3885034406,48.4782823309,49.0701593046,49.6626114082,50.714717167,51.2692400406,51.8116954123,52.3608664738,52.9319710298,53.5398846286,54.1608552337,54.8522426767,55.5522053148,56.2548435914,56.9246541406,57.5054854781,58.0143200664,58.45847706,58.8719717749,59.3038734369,59.7904546457,60.3822338392,61.07100608,61.8502971105,62.6719167456,63.5099753262,64.290768389,65.0618566986,65.7982492698,66.3763849376,66.8397240305,67.3099143068,67.738369272,68.1609643556,68.5279182014,68.8588266884,69.1647149807,69.4692706655,69.744511862,70.0130274487,70.2554210705,70.4867245059,70.7250166838,70.9485886703,71.1861871265,71.4108904527,71.6354380446,71.8578295587,72.0699558784,72.2633672115,72.4539695138,72.6594388172,72.85437336,,
Middle East & North Africa (excluding high income),MNA,FALSE,,,46.6552531922,47.2419286922,47.8249881021,48.4089136565,48.9953830693,49.5809287637,50.1577779606,50.7210958126,51.271004375,51.813120307,52.3636529602,52.9441904833,53.5650460114,54.2250492009,54.91323853,55.5970210131,56.2333838064,56.7945772825,57.2723685879,57.6780891567,58.0516688777,58.4500594931,58.9248255711,59.5092819846,60.2078968606,61.0099236432,61.878828291,62.7587669038,63.6025588997,64.3837030641,65.165515369,65.7637361973,66.2955240318,66.7658363072,67.200895621,67.6046774783,67.9677918085,68.307560147,68.6161361363,68.916146746,69.1881728718,69.4523589207,69.7008129579,69.9351496201,70.1693220181,70.3976484439,70.6304043839,70.8562142383,71.0700665934,71.2796010379,71.485500205,71.6773954403,71.8675063925,72.0691734688,72.2673973649,,
